sampleId,name,category,calorie,water,protein,fat,carbohydrate,sugars,fiber,calcium,iron,magnesium,phosphorus,potassium,sodium,zinc,copper,manganese,selenium
R0005580ZZ0AVG,피칸 조미 볶은것,견과류 및 종실류,710,1.12,9.5,74.27,13.55,4.06,9.4,72,2.8,132,293,424,383,5.07,1.167,3.933,4
R0019210ZZ0AVG,도루묵 소금에 절여 말린것,어패류 및 기타 수산물,280,30.1,44.8,9.8,0.2,0,0,25,20,0,163,220,1200,0,0,0,0
R0026290ZZ0AVG,포도씨유,유지류,920,0,0,99.93,0.01,0,0,0,0.09,0,0,0,1,0,0.038,0,0
R0025540ZZ0AVG,아이스크림 바닐라맛,우유 및 유제품류,179,64.2,4.98,7.83,22.25,17.3,0,80,0.04,10,66,188,70,0.22,0.001,0.002,3.43
R0001420ZZ0AVG,과자 크랙커 채소,곡류 및 그 제품,506,0.4,7.38,22.62,68.26,12.12,1.8,65,0.76,18,142,121,394,0.36,0.067,0.66,14.5
R0011610ZZ0AVG,호박 잎 생것,채소류,45,84.1,4.83,0.38,8.43,0.84,5,285,2.49,126,131,627,0,0.58,0.088,0.43,0.58
R0016520ZZ0AVG,소고기 한우 등심 삶은것,육류,348,46.5,25.2,26.63,0,0,0,7,3,18,159,195,33,6.43,0.051,0,19.86
R0019840ZZ0AVG,명태 코다리 반건조,어패류 및 기타 수산물,108,75.1,21.7,1.7,0.1,0,0,41,0.4,0,218,229,208,0,0,0,0
R0002370ZZ0AVG,시리얼 현미,곡류 및 그 제품,394,2.8,6.8,2.79,85.33,17.24,3.3,11,8.97,108,321,225,551,8.79,0.2,2.608,36.42
R0008950ZZ0AVG,상추 로메인 적상추 생것,채소류,17,93.4,2.28,0.22,2.69,0.15,1.7,143,1.08,45,42,567,30,0.94,0.041,0.443,0.52
R0000750ZZ0AVG,멥쌀미음 칠분도미,곡류 및 그 제품,21,95,0.3,0.1,4.6,0,0,1,0,2,5,4,0,0.1,0.01,0.06,0
R0023180ZZ0AVG,우렁이 큰논우렁이 생것,어패류 및 기타 수산물,76,79.9,17.4,0.1,0.3,0,0,46,2.6,0,147,0,0,0,0,0,0
R0010290ZZ0AVG,오이 취청 생것,채소류,13,95.6,1.15,0.03,2.81,1.47,0.5,34,0.18,13,23,161,2,0.19,0.027,0.043,0.08
R0005840ZZ0AVG,갯기름나물 하우스 데친것,채소류,51,83.7,3.41,0.79,10.24,0,7.1,228,0.8,20,70,556,7,1.48,0.149,2.273,16.89
R0020210ZZ0AVG,베도라치 생것,어패류 및 기타 수산물,106,76,20.7,1.9,0,0,0,38,1.1,0,221,0,0,0,0,0,0
R0027610ZZ0AVG,된장 재래,조미료류,193,47.8,13.73,7.25,18.94,5.45,10.3,79,2.07,74,218,539,4339,1.46,0.328,1.264,67.58
R0030820ZZ0AVG,느타리버섯 말린것(자연건조),버섯류,182,6.3,25.36,2.98,58.92,0,57.2,1,11.73,157,961,2017,19,9.17,0.523,0.798,51.28
R0015550ZZ0AVG,닭 육수,육류,12,98,1.3,0.7,0,0,0,17,0.3,0,23,71,13,0,0,0,0
R0021070ZZ0AVG,쏘가리 생것,어패류 및 기타 수산물,110,77.6,17.2,4.1,0,0,0,71,2.1,0,202,296,86,0,0,0,0
R0024040ZZ0AVG,새우 각시흰새우 생것,어패류 및 기타 수산물,85,77.8,15.7,1.6,1,0,0,1341,1.8,0,329,0,0,0,0,0,0
R0028110ZZ0AVG,정향 가루 ,조미료류,417,7.5,7.2,13.6,66.4,0,0,640,9.9,250,95,1400,280,1.1,0.39,93,0
R0023110ZZ0AVG,소라 통조림,어패류 및 기타 수산물,127,64.9,19.6,0.1,10.9,0,0,49,7.6,0,89,0,0,0,0,0,0
R0029980ZZ0AVG,프로폴리스,기타,642,2.1,0.5,50.3,46.9,0,0,18,2.7,0,16,84,19,0,0,0,0
R0030770ZZ0AVG,바질잎 생것 ,채소류,32,90.1,2.43,0.71,5.56,0.8,2.6,238,0.64,46,69,340,3,0.77,0.153,0.763,1.43
R0009780ZZ0AVG,아티초크 삶은것,채소류,53,84.08,2.89,0.34,11.95,0.99,5.7,21,0.61,42,73,286,60,0.4,0.127,0.225,0.2
R0023390ZZ0AVG,조개 새조개 말린것,어패류 및 기타 수산물,295,23.8,61.1,1.5,5.2,0,0,207,11.2,0,610,0,0,0,0,0,0
R0023340ZZ0AVG,조개 떡조개 생것,어패류 및 기타 수산물,85,78.3,11.2,1,7.4,0,0,104,3.8,0,124,0,0,0,0,0,0
R0019730ZZ0AVG,멸치 볶음 멸치풋고추볶음,어패류 및 기타 수산물,266,42.1,23.3,11.2,17,0,2.2,561,35.5,0,598,407,1378,0,0,0,0
R0015530ZZ0AVG,닭 부산물 닭발 삶은것,육류,215,65.8,19.4,14.6,0.2,0,0,88,0.91,5,83,31,67,0.69,0.102,0,3.6
R0004100ZZ0AVG,초콜릿 스위트 초콜릿,당류,507,0.5,3.9,34.2,60.4,51.48,0,24,2.76,113,147,290,16,1.5,0.574,0.494,2.8
R0010260ZZ0AVG,오이 개량종 생것,채소류,14,95.2,1.22,0.02,3.05,1.38,0.7,18,0.2,14,39,196,3,0.24,0.022,0.583,0.33
R0025160ZZ0AVG,미역 염장 데친것,해조류,35,61.8,6,0.9,9.3,0,0,178,3.2,0,87,250,13000,0,0,0,0
R0006600ZZ0AVG,김치 배추 김치 봄 재배 ,채소류,39,88.4,2.22,0.67,5.95,2.38,3.6,53,0.56,27,56,430,626,0.43,0.023,0.272,5.54
R0003430ZZ0AVG,마 장마 생것,감자 및 전분류,45,87.8,1.56,0.28,9.55,2.22,1.8,15,0.22,18,44,374,3,0.44,0.06,0.02,0.79
R0000320ZZ0AVG,멥쌀 일본산 백미 생것,곡류 및 그 제품,367,12.5,5,0.4,81.8,0,0,1,1,0,39,74,2,0,0,0,0
R0000090ZZ0AVG,메밀 국수 생것 삶은것,곡류 및 그 제품,124,70.1,3.54,0.44,25.73,0,1.7,7,0.28,4,21,7,38,0.21,0.03,0.145,2.9
R0008650ZZ0AVG,브로콜리 데친것,채소류,28,90.7,2.8,0.31,5.34,0.4,3.1,37,0.68,20,60,301,4,0.83,0.02,0.218,2.21
R0018780ZZ0AVG,놀래기 사랑놀래기 생것,어패류 및 기타 수산물,104,76.6,20.3,1.9,0,0,0,35,1.5,0,216,0,0,0,0,0,0
R0000570ZZ0AVG,멥쌀떡 가래떡,곡류 및 그 제품,213,46.4,3.71,0.37,48.8,0.09,0.7,10,0.14,11,36,29,261,0.86,0.083,0.445,1.43
R0000740ZZ0AVG,멥쌀미음 백미,곡류 및 그 제품,21,95,0.3,0,4.7,0,0,0,0,1,4,4,0,0.1,0.01,0.04,1
R0004000ZZ0AVG,조청 배,당류,238,34.2,2.1,0,62.3,0,0,16,2.9,0,95,758,7,0,0,0,0
R0000770ZZ0AVG,멥쌀밥 쪄서 말린것,곡류 및 그 제품,373,10.9,5.2,0.1,83.7,0,0,44,1.4,0,65,19,29,0,0,0,0
R0020320ZZ0AVG,복어 검복 생것,어패류 및 기타 수산물,95,76.7,21.5,0.3,0.1,0,0,21,0.3,0,216,0,0,0,0,0,0
R0028080ZZ0AVG,우스터 소스,조미료류,74,76.5,0.5,0.1,17.7,0,0,35,0.8,0,13,230,1671,0,0,0,0
R0000390ZZ0AVG,멥쌀 큰눈벼 현미 생것,곡류 및 그 제품,371,10.5,7.3,3,77.9,0,0,3,1.5,0,278,295,23,0,0,0,0
R0027250ZZ0AVG,소주 알코올 25%,주류,178,79.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0007730ZZ0AVG,무말랭이 말린것,채소류,318,12.2,13.59,0.3,65.34,19.91,28.2,344,5.18,165,308,3108,303,2.5,0.108,0.631,7.15
R0012000ZZ0AVG,느티만가닥버섯 데친것,버섯류,21,89.2,2.7,0.35,7.05,0.19,4.6,3,0.44,10,86,236,1,0.74,0.04,0.153,2.32
R0001840ZZ0AVG,빵 옥수수빵,곡류 및 그 제품,321,30.5,7.4,10.2,49.1,0,2.4,75,1.94,21,384,131,795,0.64,0.063,0.221,15.2
R0020400ZZ0AVG,복어 졸복 생것,어패류 및 기타 수산물,84,78.8,18.9,0.1,0.5,0,0,11,2.5,0,215,0,0,0,0,0,0
R0029470ZZ0AVG,카레라이스,조리가공품류,134,68.8,2.7,2.5,25.2,0,2.8,11,3,0,35,78,218,0,0,0,0
R0011060ZZ0AVG,콜라비 생것,채소류,22,92.8,1.16,0.05,5.16,1.55,2.4,42,0.27,14,43,312,7,0.21,0.002,0.121,0.62
R0011770ZZ0AVG,호박 쥬키니 데친것,채소류,11,96.1,0.9,0,2.4,0,0,17,0.3,0,28,238,2,0,0,0,0
R0020960ZZ0AVG,송어 염장,어패류 및 기타 수산물,233,46.2,36,8.4,0.8,0,0,9,14,0,235,0,0,0,0,0,0
R0023080ZZ0AVG,백합 조미통조림,어패류 및 기타 수산물,127,64.9,19.6,0.1,10.9,0,0,46,5.8,0,85,520,2100,0,0,0,0
R0017230ZZ0AVG,소 부산물 양(위) 생것,육류,61,87.7,9.9,2,0.1,0,0,14,3,0,67,105,33,0,0,0,0
R0025220ZZ0AVG,불등풀가사리 말린것,해조류,147,11.7,16.5,0.6,55.7,0,0,481,28.4,0,174,0,0,0,0,0,0
R0019440ZZ0AVG,돔 옥돔 구운것,어패류 및 기타 수산물,119,73.6,22.5,2.6,0,0,0,54,0.5,33,220,410,110,0.5,0.04,0,0
R0026400ZZ0AVG,녹차 인동녹차 말린것,차류,329,11.9,16.8,1,63.3,0,0,421,12.2,0,233,1989,26,0,0,0,0
R0011800ZZ0AVG,호박 늙은호박 말린것,채소류,333,10.7,7.6,2.42,72.33,37.86,17.6,243,1.93,90,298,2815,4,1.91,0.319,0.927,2.94
R0002300ZZ0AVG,보리 찰보리 할맥,곡류 및 그 제품,362,7.7,8.5,1,82,0,0,28,1.8,0,127,269,7,0,0,0,0
R0019570ZZ0AVG,둑중개 생것,어패류 및 기타 수산물,103,78.2,15,4.2,0.2,0,0,520,2.8,0,400,180,260,0,0,0,0
R0000250ZZ0AVG,멥쌀 발아현미 현미 생것,곡류 및 그 제품,371,10.3,7,2.3,79.4,0,0,8,3.3,0,233,128,3,0,0,0,0
R0016270ZZ0AVG,햄 등심햄,육류,126,71.2,20.66,3.34,1.97,1.53,0,8,0.36,22,266,280,759,1.14,0.024,0.058,33.15
R0002540ZZ0AVG,옥수수 크림 통조림,곡류 및 그 제품,84,78.2,1.7,0.5,18.6,0,1.8,2,0.4,18,46,150,260,0.4,0.04,0.07,0
R0026950ZZ0AVG,식혜 캔,음료류,32,92,0.06,0,7.91,5.94,1,3,0.02,1,2,3,2,0.11,0.003,0.016,0
R0020670ZZ0AVG,삼세기 생것,어패류 및 기타 수산물,98,77.3,18.6,1.8,0.5,0,0,20,0.5,0,256,0,0,0,0,0,0
R0025050ZZ0AVG,뜸부기 말린것,해조류,128,18.1,6.1,2.5,52.1,0,0,1090,23.9,0,119,0,0,0,0,0,0
R0022280ZZ0AVG,피라미 생것,어패류 및 기타 수산물,105,77.4,18.5,2.8,0.2,0,0,59,1.9,0,220,241,53,0,0,0,0
R0007780ZZ0AVG,물냉이 생것,채소류,23,91.5,3.5,0.1,3.7,0,0,105,9.1,0,48,57,28,0,0,0,0
R0029760ZZ0AVG,단백질 보충제 저지방 가루,기타,396,12,50,12,22,4,2,1200,12,280,700,840,250,10,1.4,0,33.8
R0028320ZZ0AVG,템페,조미료류,192,59.65,20.29,10.8,7.64,0,0,111,2.7,81,266,412,9,1.14,0.56,1.3,0
R0011180ZZ0AVG,토란대 줄기 말린것 삶은것,채소류,20,94,0.5,0.1,4.9,0,0,270,1.3,0,19,240,2,0,0,0,0
R0028190ZZ0AVG,짜장 소스 레토르트,조미료류,93,79.1,2.42,3.22,13.5,0,1.4,110,0.33,14,48,147,539,0.24,0.017,0.134,4.1
R0007860ZZ0AVG,미나리 물미나리 잎 생것,채소류,30,90.1,2.84,0.4,5.62,1.26,3.7,104,0.87,40,79,313,5,0.25,0.076,0.767,2.41
R0003420ZZ0AVG,마 단마 생것,감자 및 전분류,63,83.1,1.84,0.12,14.05,1,2.4,9,0.44,17,52,417,4,0.65,0.126,0.198,0.55
R0004510ZZ0AVG,콩(대두) 대풍 볶은것,두류,460,2.2,35.8,19.5,37.3,0,0,230,7.8,0,610,2173,5,0,0,0,0
R0020450ZZ0AVG,볼락 누루시볼락 생것,어패류 및 기타 수산물,148,70.5,22.4,5.8,0,0,0,33,1,0,236,0,0,0,0,0,0
R0007680ZZ0AVG,무청 조선무 잎 생것,채소류,31,88.9,2.9,0.2,6.1,0,0,341,11.5,0,85,388,154,0,0,0,0
R0006400ZZ0AVG,곰취 야생 말린것,채소류,307,6.8,5.1,4.9,71.1,0,0,45,2.1,0,31,0,0,0,0,0,0
R0000480ZZ0AVG,멥쌀 히토메보레 백미 생것,곡류 및 그 제품,364,12.8,6.5,0.3,80,0,4.6,7,0.5,0,100,76,3,0,0,0,0
R0012030ZZ0AVG,만가닥버섯 생것,버섯류,17,91.1,2.34,0.48,5.21,0.36,3,1,0.51,9,78,356,3,0.51,0.062,0.176,0.47
R0004590ZZ0AVG,콩(대두) 흑태 말린것,두류,407,11.6,36.1,15.37,32.45,6.96,20.8,158,7.68,209,570,1804,3,4.49,1.147,2.692,5.48
R0002380ZZ0AVG,시리얼 옥수수 그래놀라 코코넛 ,곡류 및 그 제품,434,2.6,5.56,9.75,80.93,29.49,4.7,19,7.31,32,120,132,279,7.26,0.114,0.915,14.63
R0030320ZZ0AVG,소고기 한우(1+등급) 앞다리(갈비덧살) 생것,육류,210,64.6,18.61,14.51,0,0,0,3,2,14,137,256,35,3.89,0.041,0.01,18.53
R0016660ZZ0AVG,소고기 한우(1++등급) 양지(양지머리) 생것,육류,198,67,19.1,12.9,0,0,0,55,0,0,163,170,104,0,0,0,0
R0004570ZZ0AVG,콩(대두) 청자3호 말린것,두류,399,10.1,34.6,12.6,37.84,10.23,11,240,11.81,337,928,2712,0,5.61,0.944,3.449,4.07
R0013800ZZ0AVG,사과 주스,과실류,42,88.2,0.17,0.01,11.45,9.98,0.7,2,0,3,9,106,3,0.07,0.013,0.026,0
R0021440ZZ0AVG,은어 구운것,어패류 및 기타 수산물,177,64,26.6,6.8,0.1,0,0,480,5.5,35,460,510,110,1.2,0.06,0.41,0
R0019760ZZ0AVG,멸치젓 염절임,어패류 및 기타 수산물,164,54.4,14.1,11.2,0.6,0,0,592,5.5,0,348,241,11826,0,0,0,0
R0027860ZZ0AVG,소금 정제염,조미료류,2,0.1,0,0.01,0.39,0,0,30,0,24,2,552,36025,0,0,0.05,22.88
R0024770ZZ0AVG,해파리 생것,어패류 및 기타 수산물,6,96.9,1.3,0,0.1,0,0,2,0,0,8,0,0,0,0,0,0
R0018450ZZ0AVG,고등어 생것,어패류 및 기타 수산물,180,68.1,20.2,10.4,0,0,0,26,1.6,0,232,310,75,0,0,0,0
R0029340ZZ0AVG,잡채밥,조리가공품류,136,68.7,3,2.9,24.5,0,3.1,16,12.7,0,31,86,294,0,0,0,0
R0022480ZZ0AVG,가리비 관자 삶아서 말린것,어패류 및 기타 수산물,322,17.1,65.7,1.4,7.6,0,0,34,1.2,120,610,810,2500,6.1,0.08,0.1,0
R0011990ZZ0AVG,느티만가닥버섯 생것,버섯류,21,88.6,2.66,0.21,7.52,0.39,3.9,1,0.51,10,89,341,1,0.49,0.056,0.151,2.33
R0015060ZZ0AVG,고래고기 복부지육 생것,육류,449,36.1,25.5,37.6,0.3,0,0,2,8,0,52,0,0,0,0,0,0
R0004520ZZ0AVG,콩(대두) 미국산 말린것,두류,432,9.5,33.9,16,39.6,0,0,118,6.5,0,34,842,3,0,0,0,0
R0003590ZZ0AVG,칡뿌리 생것,감자 및 전분류,137,63.7,2.48,0.1,32.05,4.13,4.4,383,2,242,61,243,0,0.43,0.08,0.286,3.22
R0003630ZZ0AVG,토란 찐것,감자 및 전분류,76,79.5,2.4,0.17,16.75,0,2.9,19,0.81,19,56,368,2,0.42,0.133,0.7,0.6
R0030970ZZ0AVG,귤 온주밀감 궁천조생 노지 생것,과실류,39,89.2,0.29,0.16,10.16,8.19,1.3,11,0.1,9,13,115,1,0.05,0.025,0.074,0
R0005870ZZ0AVG,게걸무 생것,채소류,59,82.7,2.3,0.1,13.6,0,0,42,1.3,0,34,426,18,0,0,0,0
R0024440ZZ0AVG,성게 보라성게 생것,어패류 및 기타 수산물,177,65.6,16.1,8.7,7.6,0,0,70,2.4,0,306,0,0,0,0,0,0
R0000520ZZ0AVG,멥쌀 호품벼 현미 생것,곡류 및 그 제품,343,16.8,6.3,1.94,73.89,0.33,3.5,10,0.82,100,275,224,1,2.05,0.229,2.527,2.02
R0029860ZZ0AVG,솔잎 생것,기타,161,58.1,4.5,3.9,32.9,0,0,61,3.1,0,51,0,0,0,0,0,0
R0003170ZZ0AVG,감자 샐러드,감자 및 전분류,143,76,2.68,8.2,11.17,0,1.3,19,0.65,15,52,254,529,0.31,0.118,0.101,4.1
R0006220ZZ0AVG,고추 녹광 초록색 생것,채소류,27,92.6,1.4,0.8,4.6,0,0,14,0.9,0,39,162,9,0,0,0,0
R0026590ZZ0AVG,쌍화차 가루 ,차류,411,1.2,1.64,3.81,92.61,42.6,0,29,0.29,17,31,123,237,0.38,0.172,0.175,1.77
R0012620ZZ0AVG,감 연시 냉동,과실류,66,81.2,0,0.04,18.36,10.35,2.2,21,0,23,69,547,0,0.13,0,1.148,0
R0008520ZZ0AVG,부지갱이(섬쑥부쟁이) 말린것,채소류,258,14.2,25.7,2,50,0,0,112,0,0,404,0,0,0,0,0,0
R0031740ZZ0AVG,양송이버섯 갈색양송이 생것,버섯류,15,91.9,3.73,0.2,3.24,0.59,3,2,0.33,10,119,404,5,0.55,0.31,0.046,9.72
R0012690ZZ0AVG,구아바 넥타 과육 20%,과실류,51,87.4,0.1,0.1,12.3,0,0.8,3,0.2,2,3,49,4,0,0.01,0.03,0
R0023690ZZ0AVG,게 민꽃게 생것,어패류 및 기타 수산물,85,79.3,14.8,1.6,2,0,0,79,1.9,0,239,0,0,0,0,0,0
R0026270ZZ0AVG,콩기름,유지류,915,0,0,99.31,0.66,0,0,0,0,0,0,0,0,0,0,0,5.89
R0028890ZZ0AVG,메밀 냉면 육수 인스턴트,조리가공품류,174,40.7,0.83,0.05,42.58,30.94,0.3,7,0.07,4,8,115,5935,0.04,0,0.016,0
R0002840ZZ0AVG,찹쌀떡,곡류 및 그 제품,246,39.9,4.81,1.75,52.65,6.47,2.5,12,0.58,17,38,43,262,0.87,0.078,0.483,6.53
R0028920ZZ0AVG,볶음밥 김치 볶음밥,조리가공품류,151,66.1,4.6,4.1,24,0,4.1,30,4.6,0,61,136,358,0,0,0,0
R0026450ZZ0AVG,녹차 현미 티백,차류,377,6.2,11.72,2.28,77.42,0,20.3,165,3.32,157,281,671,21,2.22,0.398,17.812,3.56
R0009580ZZ0AVG,쑥 데친것,채소류,39,87.9,3.71,0.63,6.79,0,6,111,1.57,24,66,290,3,1.15,0.205,2.179,2.49
R0001400ZZ0AVG,과자 크랙커 땅콩샌드,곡류 및 그 제품,524,0.9,7.66,26.24,64.23,14.64,2.1,35,0.76,38,128,191,195,0.65,0.116,0.858,10.65
R0030100ZZ0AVG,소고기 한우(1+등급) 갈비(본갈비) 생것,육류,375,51.2,14.69,34.65,0,0,0,4,2.03,13,122,196,42,4.53,0.031,0.011,16.77
R0004280ZZ0AVG,동부 미얀마산 말린것,두류,345,13.5,22.08,2.07,59.43,0,20.6,88,4.54,177,408,1070,6,3.42,0.604,1.024,12.1
R0002580ZZ0AVG,옥수수 과자 콘칩,곡류 및 그 제품,538,1.07,6.17,33.36,56.9,0.27,4,138,1.2,72,194,144,514,1.29,0.101,0.333,7.6
R0008490ZZ0AVG,뽕잎 삶은것,채소류,48,84.5,4.86,0.53,9,0.41,8.1,204,1.22,43,98,267,6,0.64,0.105,0.719,0.37
R0030690ZZ0AVG,초콜릿 크런치 초콜릿,당류,520,1.9,7.25,26.81,62.49,44.12,1.9,174,2.74,75,213,406,101,1.3,0.426,0.549,8.99
R0008290ZZ0AVG,배추 불암 3호(노지) 염절임,채소류,30,89.6,1.2,0.1,7.4,0,0,58,0.4,0,48,280,397,0,0,0,0
R0015810ZZ0AVG,돼지고기 앞다리(꾸리살) 생것,육류,134,73.1,18.84,5.91,0,0,0,5,0.92,21,175,328,48,3.04,0.051,0.008,23.25
R0022840ZZ0AVG,다슬기 곳체다슬기 생것,어패류 및 기타 수산물,77,79.5,11.6,0.6,5.7,0,0,1117,3.3,0,46,0,0,0,0,0,0
R0016230ZZ0AVG,소시지 볼로냐소시지,육류,251,60.9,12.5,21,2.9,0,0,9,1,13,210,180,830,1.5,0.1,0.05,0
R0021020ZZ0AVG,숭어 생것,어패류 및 기타 수산물,108,74.1,21.7,1.5,0.4,0,0,42,1,0,217,0,0,0,0,0,0
R0025150ZZ0AVG,미역 염장,해조류,34,61.8,6,0.9,8.8,0,0,178,3.2,0,87,0,0,0,0,0,0
R0028620ZZ0AVG,덮밥 오징어 덮밥,조리가공품류,136,68.2,6.3,2.8,21.5,0,1.5,19,4.8,0,77,135,325,0,0,0,0
R0020650ZZ0AVG,산천어 생것,어패류 및 기타 수산물,117,74.6,20.3,3.3,0.1,0,0,21,2,0,253,420,50,0,0,0,0
R0017440ZZ0AVG,송아지고기 미국산 등심 구운것,육류,217,60.73,24.8,12.32,0,0,0,19,0.87,25,212,325,93,3.03,0.11,0.029,11
R0014900ZZ0AVG,포도 주스 캔,과실류,60,84.51,0.37,0.13,14.77,14.2,0.2,11,0.25,10,14,104,5,0.07,0.018,0.239,0
R0007650ZZ0AVG,무 조선무 생것,채소류,20,94.3,0.67,0.12,4.34,1.8,1.1,23,0.16,8,34,261,9,0.41,0.121,0.211,0.35
R0011250ZZ0AVG,토마토 흑토마토 생것,채소류,21,93.6,0.68,0.04,5.22,2.96,0.9,11,0.26,9,30,202,2,0.16,0.028,0.072,0.84
R0028900ZZ0AVG,미역국 인스턴트 말린것,조리가공품류,323,3.5,9.4,3.6,63.2,0,0,202,3.2,0,161,358,6516,0,0,0,0
R0004430ZZ0AVG,쥐눈이콩(검정소립콩) 삶은것,두류,184,60.6,17.99,6.79,12.71,1.77,10.5,101,3.31,92,290,663,3,2.1,0.586,1.079,1.32
R0007790ZZ0AVG,물쑥 생것,채소류,36,87,5.4,0.3,5.6,0,0,106,12.1,0,99,0,0,0,0,0,0
